"default","bmaxrate","amount","close","bankcardutil","rating"
0,0.29,2550,0,0.91,"Missing"
0,0.05,1000,0,0.64,"D"
0,0.27,1000,1,0.88,"Missing"
0,0.13,10800,1,0.68,"A"
0,0.2,3000,0,0.89,"D"
0,0.29,3001,0,0,"Missing"
0,0.24,5500,0,0,"D"
0,0.16,17000,0,0,"A"
0,0.29,5000,1,0.96,"Missing"
0,0.29,2550,1,0.91,"Missing"
0,0.29,3000,0,0.85,"D"
0,0.28,6000,0,0.68,"D"
0,0.29,5500,1,0.72,"C"
0,0.18,3100,0,0.98,"C"
1,0.29,3001,0,0,"Missing"
0,0.18,15000,0,0.51,"B"
0,0.29,3600,1,0.69,"D"
0,0.24,3500,0,1,"Missing"
0,0.13,5000,1,0.16,"A"
1,0.15,1500,1,0.2,"C"
0,0.2,7400,1,0.27,"D"
0,0.28,1250,0,0,"Missing"
0,0.27,14000,1,0.65,"D"
0,0.28,5000,0,0.56,"Missing"
0,0.11,2700,1,0.12,"AA"
0,0.11,4999,0,0.28,"A"
1,0.15,3000,0,0,"C"
0,0.2,7500,0,0.36,"C"
0,0.15,25000,0,0.16,"AA"
0,0.27,3200,0,0.98,"Missing"
0,0.15,14500,1,0,"A"
0,0.18,15000,0,0.65,"B"
0,0.2,1300,0,0,"Missing"
0,0.29,1500,0,0.95,"Missing"
0,0.2,6500,0,0.9,"D"
0,0.21,6000,0,0.89,"C"
1,0.24,3500,0,0.83,"Missing"
0,0.29,2000,0,0.4,"Missing"
0,0.12,2000,0,0.01,"AA"
0,0.14,2400,0,0.94,"B"
0,0.29,5000,0,1.01,"Missing"
0,0.15,1000,1,0.46,"D"
0,0.12,10000,0,0.5,"B"
0,0.22,13000,0,0.82,"D"
0,0.15,15000,0,0.01,"AA"
1,0.25,16000,1,0.67,"D"
0,0.24,1000,0,0.81,"Missing"
0,0.15,5000,0,0.27,"B"
0,0.2,12000,0,0.66,"C"
1,0.22,5000,0,0.47,"D"
0,0.2,3000,0,0,"D"
0,0.29,1500,1,0.91,"Missing"
0,0.15,5000,0,0.33,"B"
0,0.23,8000,0,0.75,"C"
1,0.29,5000,0,0.89,"Missing"
0,0.12,20000,0,0,"AA"
0,0.14,4000,0,0.18,"B"
1,0.25,1250,0,0.99,"Missing"
0,0.19,1500,0,0.86,"D"
0,0.12,4000,0,0.28,"AA"
0,0.16,6000,0,0.16,"A"
0,0.24,15000,0,0.86,"B"
0,0.2,20000,1,1,"C"
0,0.2,5000,0,0.72,"Missing"
0,0.17,2800,0,0,"C"
0,0.2,5000,0,0.97,"C"
0,0.18,5500,0,1.02,"C"
0,0.29,10000,0,0.93,"D"
0,0.14,9250,0,0.92,"B"
0,0.07,3000,1,0.01,"AA"
1,0.29,2501,1,0,"Missing"
0,0.12,15000,0,0,"AA"
0,0.17,25000,0,0.54,"A"
0,0.17,2000,0,0.74,"B"
0,0.26,3000,1,0,"Missing"
0,0.29,2501,0,1.22,"Missing"
0,0.11,6001,0,0.01,"A"
0,0.11,3500,0,0,"D"
0,0.2,9000,0,0.72,"D"
0,0.16,4500,0,0.88,"D"
0,0.18,13000,0,0.52,"B"
0,0.1,2000,0,0,"A"
0,0.15,3500,0,0.56,"C"
0,0.29,3000,0,0,"Missing"
1,0.29,2550,0,0.95,"Missing"
0,0.18,14500,1,0.66,"B"
0,0.14,17500,0,0.79,"B"
0,0.17,6001,0,0.56,"B"
0,0.22,20000,1,0.77,"B"
0,0.29,6000,0,0,"Missing"
0,0.11,1000,0,0.03,"AA"
0,0.28,10000,0,0.24,"C"
0,0.11,5000,1,0.45,"B"
1,0.29,1500,1,1.29,"Missing"
1,0.29,5000,0,0.88,"Missing"
0,0.23,3100,0,0.78,"Missing"
0,0.29,10000,0,0.49,"D"
0,0.16,3300,0,0.3,"C"
0,0.27,1700,0,0.95,"Missing"
0,0.29,2500,0,0,"Missing"
0,0.17,6750,1,0.73,"C"
0,0.26,6500,0,0.53,"Missing"
0,0.2,5000,0,0.81,"C"
0,0.29,3000,0,1.02,"Missing"
0,0.2,9500,0,0.72,"D"
0,0.29,5824,0,0,"Missing"
0,0.15,15000,0,0.04,"AA"
0,0.29,6000,0,1.02,"Missing"
0,0.1,3600,1,0.28,"A"
0,0.22,10000,0,0.8,"D"
0,0.25,15000,0,0,"C"
0,0.16,23000,1,0.13,"A"
0,0.08,3001,0,0.14,"AA"
0,0.28,4000,0,0.53,"Missing"
0,0.08,2000,0,0.06,"AA"
0,0.2,1750,0,0.96,"Missing"
0,0.13,1200,0,0.72,"D"
0,0.17,1000,0,0.72,"C"
0,0.21,5000,0,0.26,"D"
0,0.18,15000,0,0.26,"B"
0,0.16,5200,0,0.86,"C"
0,0.07,1100,1,0.18,"A"
0,0.19,4400,0,0.98,"D"
1,0.29,16900,0,0.04,"D"
0,0.17,5000,0,0.89,"D"
0,0.25,8500,0,0.87,"C"
0,0.15,10000,0,0.66,"B"
0,0.11,8000,1,0.17,"AA"
0,0.21,9500,0,0.73,"D"
0,0.12,10000,1,0.08,"AA"
1,0.19,10000,1,1.02,"C"
0,0.09,5000,0,0.02,"AA"
1,0.2,4000,0,0,"Missing"
0,0.2,5500,1,0.47,"D"
0,0.25,2550,1,0.67,"Missing"
0,0.09,1000,0,0.02,"AA"
0,0.16,3000,1,0.96,"C"
0,0.08,2500,0,0.47,"AA"
0,0.23,15000,0,0.86,"C"
0,0.26,2864,0,0.71,"Missing"
0,0.29,1300,0,0.55,"Missing"
0,0.2,10000,0,0.35,"C"
0,0.14,4500,1,0.76,"B"
0,0.19,19250,0,0.88,"B"
0,0.2,8000,0,0.92,"D"
0,0.28,2250,0,0.57,"Missing"
0,0.16,3500,0,0,"C"
0,0.12,9000,0,0.12,"A"
0,0.18,8000,0,0.35,"C"
0,0.26,1500,0,0,"Missing"
0,0.15,3000,0,0.27,"C"
0,0.28,12000,0,0,"Missing"
0,0.24,2800,0,0,"Missing"
0,0.15,6500,0,0.9,"C"
0,0.28,3500,1,0.94,"Missing"
0,0.2,12000,0,0.95,"C"
0,0.12,17000,0,0.19,"AA"
0,0.14,7500,0,0.14,"A"
0,0.18,7500,1,0.96,"D"
0,0.23,12000,0,0.79,"D"
0,0.29,2550,0,1.16,"Missing"
0,0.22,6001,0,0.01,"D"
0,0.19,7500,0,0.8,"D"
1,0.29,3550,0,0,"Missing"
0,0.23,21000,0,0,"B"
0,0.18,10000,0,0.96,"C"
0,0.14,2690,1,0.69,"C"
0,0.15,4000,0,0.72,"C"
0,0.18,9500,1,0.36,"A"
1,0.21,13500,0,0.82,"C"
0,0.15,5500,0,0.28,"C"
0,0.27,2000,1,0,"Missing"
0,0.23,3000,0,0.86,"Missing"
0,0.09,3001,0,0.34,"AA"
1,0.25,9000,0,0.78,"D"
0,0.17,3500,0,0.96,"Missing"
0,0.22,6001,0,0.25,"Missing"
0,0.29,4000,0,2.68,"Missing"
0,0.27,1000,0,0,"Missing"
1,0.25,3001,1,0.84,"D"
0,0.09,5000,0,0,"A"
1,0.29,2700,0,0.47,"Missing"
0,0.23,3500,1,0.95,"D"
0,0.09,1000,0,0.6,"A"
0,0.18,5600,0,0.33,"C"
0,0.27,7000,0,0.71,"C"
0,0.16,8000,1,0.59,"C"
0,0.22,12800,0,0,"A"
0,0.29,5000,0,0.77,"D"
0,0.2,3000,0,0.62,"C"
0,0.15,3000,0,0.08,"AA"
0,0.08,2750,0,0.01,"AA"
0,0.29,2000,0,0,"Missing"
0,0.14,8000,0,0.44,"A"
0,0.24,5000,0,0.67,"D"
0,0.21,15000,0,0.24,"C"
0,0.11,7500,0,0,"AA"
0,0.17,5000,0,0.97,"D"
0,0.29,4000,1,0.16,"Missing"
0,0.15,8500,0,0.22,"B"
1,0.22,15000,0,0,"C"
0,0.19,1000,1,0,"Missing"
0,0.2,5000,0,0.87,"Missing"
0,0.29,3000,0,1.01,"Missing"
0,0.14,25000,0,0.58,"AA"
0,0.11,3500,0,0.1,"AA"
0,0.24,1000,0,0,"Missing"
0,0.2,7500,0,0,"D"
0,0.07,1500,1,0.91,"Missing"
0,0.25,3000,0,0,"Missing"
0,0.19,9000,0,0.76,"C"
0,0.17,4800,0,0.88,"C"
0,0.25,3000,0,0.97,"Missing"
0,0.07,2500,1,0.06,"AA"
0,0.11,10000,1,0.23,"AA"
1,0.29,20000,1,0.87,"D"
1,0.29,3000,1,0.4,"Missing"
0,0.29,6000,0,0,"Missing"
1,0.21,4000,1,0.91,"D"
0,0.09,1000,0,0,"A"
0,0.2,2000,0,0,"D"
0,0.25,15000,1,1.04,"D"
0,0.15,12000,0,0.43,"A"
0,0.2,20000,1,0.2,"C"
0,0.1,2000,0,0,"AA"
0,0.18,2000,0,0,"D"
1,0.29,2700,0,0,"Missing"
0,0.16,5000,1,0.69,"C"
0,0.1,7500,0,0,"AA"
0,0.19,5000,0,0.97,"Missing"
0,0.23,15000,0,0.77,"C"
0,0.07,2550,0,0.44,"AA"
0,0.17,6300,0,0.41,"C"
0,0.29,1000,1,1,"Missing"
0,0.09,5000,1,0,"AA"
0,0.15,25000,0,0,"A"
0,0.17,1500,0,0.77,"Missing"
1,0.22,15000,0,0.83,"D"
0,0.21,3000,1,0.97,"D"
0,0.25,3000,0,0.62,"Missing"
0,0.17,7000,0,0.51,"B"
0,0.22,20000,0,0.92,"D"
0,0.14,22000,0,0.71,"A"
0,0.21,20000,0,0.01,"B"
0,0.1,7000,0,0.51,"AA"
0,0.08,1000,0,0.33,"A"
0,0.12,22000,0,0.37,"AA"
0,0.25,9000,0,0.42,"C"
1,0.2,2500,0,1,"C"
0,0.27,3000,0,0.98,"Missing"
0,0.19,4000,0,0.9,"D"
0,0.1,4500,0,0.69,"A"
1,0.28,5200,1,0.92,"Missing"
0,0.09,1000,0,0.18,"AA"
0,0.07,1000,0,0,"AA"
0,0.23,3000,0,0.89,"Missing"
0,0.27,2550,0,0.98,"Missing"
1,0.27,1700,1,0,"Missing"
0,0.2,6500,0,0.74,"D"
1,0.29,2500,1,1.84,"Missing"
0,0.23,1300,0,0.43,"D"
0,0.1,7500,0,0.2,"AA"
1,0.26,3675,0,0.85,"Missing"
1,0.22,5000,0,0.86,"Missing"
0,0.25,1500,0,0,"Missing"
0,0.2,5950,0,0.74,"C"
0,0.2,7500,0,0.74,"C"
0,0.17,5000,0,0.15,"B"
0,0.22,1500,1,1,"Missing"
0,0.11,1550,0,0.95,"D"
0,0.17,5000,0,0.61,"C"
0,0.15,15000,0,0.16,"AA"
0,0.29,13531,0,0.82,"D"
0,0.1,14000,0,0.26,"AA"
0,0.11,2000,0,0.75,"B"
0,0.14,4575,0,0.6,"C"
0,0.2,2000,1,0,"D"
0,0.24,1000,1,0.98,"Missing"
0,0.11,25000,0,0.35,"AA"
0,0.14,4500,0,0,"AA"
0,0.28,6000,0,0.86,"Missing"
1,0.29,3000,1,0,"Missing"
1,0.29,2500,0,0.85,"Missing"
0,0.19,7000,0,1,"C"
0,0.17,6500,1,0.33,"C"
0,0.14,14500,0,0.48,"A"
0,0.2,11000,0,0.44,"C"
0,0.26,2600,0,0.73,"D"
0,0.09,2500,0,0.09,"AA"
0,0.2,9500,1,0.65,"AA"
0,0.24,3500,0,0.94,"Missing"
0,0.11,18000,0,0.46,"AA"
0,0.1,10000,0,0.18,"AA"
0,0.17,18000,0,0.22,"B"
0,0.15,4000,0,1,"D"
0,0.15,2500,0,0.24,"C"
0,0.22,6001,0,0.69,"D"
0,0.29,25000,0,0.11,"C"
0,0.08,1000,0,0.78,"A"
0,0.29,3000,0,0,"Missing"
0,0.29,5000,1,1.02,"Missing"
0,0.18,1000,1,0.61,"D"
0,0.16,25000,0,0.63,"A"
1,0.29,2500,0,1.09,"Missing"
0,0.29,6000,0,1.12,"Missing"
0,0.29,5000,0,0,"Missing"
0,0.2,6001,0,0,"A"
0,0.28,4000,0,0,"Missing"
0,0.09,4800,0,0.12,"AA"
0,0.14,5000,0,0.34,"B"
0,0.22,12500,0,0.96,"C"
0,0.22,5400,0,0.63,"D"
0,0.17,15000,1,0,"A"
1,0.29,1000,1,1,"Missing"
1,0.23,4500,1,0,"D"
1,0.18,7500,0,0,"C"
0,0.24,4100,1,0.91,"Missing"
0,0.11,5000,0,0.46,"A"
0,0.2,3500,0,0.8,"D"
0,0.29,5000,0,1,"D"
0,0.11,12000,0,0.41,"A"
1,0.29,3500,0,0,"Missing"
0,0.09,5000,0,0.54,"A"
0,0.17,25000,0,0.78,"B"
0,0.19,8750,0,0.73,"D"
0,0.15,2000,0,0.02,"B"
1,0.2,8500,0,0.48,"B"
0,0.15,2500,0,1.01,"D"
0,0.29,2501,1,0,"Missing"
0,0.17,7100,0,0.95,"D"
0,0.15,3500,0,0.32,"A"
0,0.25,4000,1,0.99,"Missing"
0,0.12,15000,0,0.55,"A"
0,0.29,6000,0,0.84,"Missing"
0,0.18,12000,0,0.57,"A"
0,0.08,2500,0,0.06,"AA"
0,0.09,5000,0,0,"AA"
0,0.15,2200,1,0,"C"
0,0.25,1500,1,0,"Missing"
1,0.29,12000,1,0,"Missing"
0,0.11,1850,0,0.86,"C"
0,0.12,25000,0,0.01,"AA"
0,0.29,3000,1,0,"Missing"
0,0.15,10000,0,0.68,"B"
0,0.25,8000,1,0.48,"D"
0,0.29,5500,0,0.41,"D"
0,0.2,10000,0,0.87,"C"
0,0.13,9000,0,0.86,"B"
0,0.29,5000,0,0.72,"Missing"
0,0.12,25000,1,0,"AA"
0,0.11,12000,0,0.47,"A"
0,0.25,9900,0,0.37,"B"
0,0.27,7500,0,0.94,"Missing"
0,0.28,15000,0,0.93,"B"
1,0.15,3500,1,0.89,"C"
0,0.07,6500,0,0.75,"Missing"
0,0.29,4750,1,1.19,"Missing"
0,0.15,9900,0,0.72,"B"
0,0.23,9600,0,0.94,"D"
0,0.17,10000,0,0.05,"B"
0,0.18,8000,0,0.23,"C"
0,0.1,2000,0,0,"AA"
0,0.18,3001,0,1,"Missing"
1,0.17,25000,1,0.02,"A"
0,0.15,1000,1,0.55,"B"
0,0.2,10000,1,0.89,"D"
0,0.15,5000,0,5.95,"B"
0,0.11,1500,0,0.2,"B"
0,0.2,2550,0,0,"AA"
0,0.25,15000,0,0.83,"C"
0,0.16,10000,1,0.83,"C"
1,0.25,5100,0,1.02,"Missing"
0,0.14,3000,0,0.35,"C"
0,0.15,14700,0,0.37,"AA"
0,0.29,7000,1,0.64,"Missing"
0,0.28,25000,1,0.75,"C"
0,0.24,1000,1,0.29,"Missing"
0,0.12,25000,0,0.17,"AA"
0,0.29,4000,1,1.14,"Missing"
0,0.15,4000,0,0.84,"Missing"
0,0.11,10121,0,0,"AA"
0,0.1,4000,1,0.43,"A"
0,0.21,6250,0,0,"C"
0,0.2,5000,0,0.95,"Missing"
0,0.1,4500,0,0.04,"AA"
0,0.17,4500,0,0.89,"D"
0,0.09,6100,0,0.48,"A"
0,0.19,15000,1,0.41,"A"
0,0.29,7000,1,0.91,"D"
0,0.29,4000,0,0.98,"Missing"
0,0.23,2500,0,0.79,"D"
0,0.15,3010,0,0.34,"AA"
0,0.2,1000,0,0.91,"Missing"
0,0.15,5000,0,0.53,"A"
0,0.26,12000,0,0.59,"D"
0,0.14,10000,0,0.65,"C"
0,0.17,2000,0,0.73,"C"
0,0.2,24000,0,0.76,"C"
0,0.23,8200,0,0.44,"C"
0,0.18,13000,0,0.95,"B"
0,0.16,10000,0,0.35,"AA"
1,0.15,1500,1,0.42,"C"
0,0.29,3500,1,0,"Missing"
0,0.1,2000,0,0,"AA"
0,0.1,7500,0,0.13,"AA"
0,0.29,12000,1,0.97,"D"
0,0.25,15000,0,0,"C"
0,0.28,1000,0,0,"Missing"
0,0.29,20000,0,0.04,"C"
0,0.1,5000,0,0.11,"AA"
0,0.23,5000,0,0,"D"
0,0.26,9000,1,0.83,"Missing"
0,0.29,12500,0,0.96,"D"
0,0.08,2000,0,0.15,"AA"
0,0.3,3000,0,1.03,"D"
0,0.09,9000,0,0.37,"AA"
0,0.16,3500,0,0.53,"B"
0,0.15,10000,0,0.41,"C"
0,0.25,3001,0,1.02,"D"
0,0.25,9000,0,0.86,"Missing"
0,0.15,5000,0,0.64,"C"
0,0.29,2550,0,0.98,"Missing"
0,0.26,1000,1,0.33,"Missing"
1,0.26,5000,0,0,"Missing"
0,0.11,9000,0,0.33,"A"
0,0.21,1000,0,0.42,"D"
0,0.29,2000,1,0,"Missing"
0,0.15,2000,0,0.5,"D"
1,0.28,4000,0,0,"Missing"
0,0.12,3000,0,0.98,"B"
0,0.16,25000,0,0.78,"B"
0,0.24,1000,0,0,"D"
0,0.19,3000,0,0.97,"C"
0,0.17,3000,0,0,"Missing"
0,0.22,3200,0,0,"D"
0,0.18,5000,0,0.99,"D"
0,0.27,15000,1,0.96,"Missing"
1,0.24,4000,0,1,"Missing"
0,0.21,9800,0,0.7,"D"
0,0.2,1100,0,0,"Missing"
0,0.19,6001,0,0.05,"D"
0,0.29,2100,0,0,"Missing"
0,0.11,8000,0,0.06,"A"
0,0.24,3500,0,0,"C"
0,0.11,2500,0,0.33,"B"
0,0.25,6500,0,0.64,"D"
0,0.25,6000,0,0.11,"D"
0,0.11,5000,1,0,"Missing"
0,0.1,6001,0,0.41,"AA"
0,0.17,6000,0,0.82,"C"
0,0.17,15000,1,0.41,"B"
0,0.07,2000,0,0.39,"C"
1,0.29,2500,1,0.89,"Missing"
0,0.28,3000,0,0.98,"Missing"
0,0.25,10000,0,0.93,"B"
0,0.15,5000,0,0.46,"C"
0,0.2,7000,0,0.59,"C"
0,0.14,22000,0,0.77,"B"
0,0.24,5000,0,0.7,"B"
0,0.24,20000,1,0.88,"C"
0,0.1,4500,0,0.4,"A"
0,0.29,10000,0,0.51,"D"
1,0.29,1800,0,1.11,"Missing"
0,0.29,2600,1,0,"Missing"
0,0.18,25000,0,0,"A"
0,0.28,3001,0,0,"Missing"
0,0.2,5000,0,0,"B"
0,0.17,4000,0,0.73,"B"
0,0.24,10000,1,0,"C"
0,0.26,5000,0,0.61,"D"
0,0.12,9000,0,0.43,"B"
0,0.17,4990,0,0.9,"C"
0,0.13,9500,0,0.27,"A"
0,0.07,1000,0,0.09,"AA"
0,0.29,6000,1,0,"D"
0,0.24,15000,0,0.85,"C"
0,0.11,12000,0,0.02,"AA"
0,0.12,12000,0,0,"AA"
0,0.21,10001,0,0.69,"D"
0,0.26,7000,0,0.58,"D"
0,0.09,5000,0,0,"AA"
0,0.17,25000,0,0.89,"B"
0,0.24,2350,0,1.37,"Missing"
0,0.15,1500,0,0.77,"C"
0,0.24,3000,0,0.4,"Missing"
0,0.2,3000,0,1,"C"
0,0.15,3000,0,0.96,"C"
0,0.14,5000,0,0.84,"C"
0,0.25,10700,0,0,"Missing"
0,0.1,8300,0,0.05,"AA"
0,0.17,5000,1,0.28,"B"
0,0.15,4999,0,0.89,"C"
0,0.11,9000,1,0.85,"A"
0,0.21,12000,1,0.98,"C"
0,0.13,10000,0,0.12,"AA"
0,0.14,7500,1,0.54,"B"
0,0.25,7500,1,0.76,"Missing"
0,0.29,7000,1,0.27,"Missing"
0,0.16,5000,0,0,"C"
0,0.16,8000,0,0.9,"B"
0,0.2,5000,1,0.72,"A"
0,0.21,25000,0,0.99,"C"
1,0.25,25000,0,0.87,"A"
0,0.22,18200,1,0.8,"C"
0,0.1,4500,0,0.15,"AA"
0,0.29,25000,0,0.44,"AA"
0,0.15,2500,1,0.9,"C"
0,0.2,6000,1,0.25,"C"
0,0.15,15000,1,0.72,"C"
0,0.2,13000,0,0.9,"C"
0,0.24,10000,0,0.97,"B"
0,0.24,1800,0,1.18,"Missing"
0,0.1,1000,0,0.24,"AA"
0,0.18,6000,0,0.75,"C"
0,0.25,3000,1,0.93,"Missing"
0,0.29,20000,0,0.61,"D"
0,0.2,1000,1,0.42,"C"
0,0.25,15000,0,0.79,"D"
0,0.23,8000,1,0,"C"
0,0.2,5500,0,0.8,"D"
0,0.11,10000,0,0.37,"AA"
0,0.18,4800,0,0.89,"C"
0,0.25,4000,0,0.45,"D"
0,0.29,1800,0,0.98,"Missing"
0,0.17,9000,0,1,"Missing"
0,0.13,10000,0,0.15,"A"
0,0.18,2800,0,0.38,"C"
0,0.29,12000,0,0.91,"D"
0,0.2,5200,1,0.77,"D"
0,0.14,9900,0,0.02,"AA"
0,0.11,1253,0,0.73,"A"
0,0.17,3600,1,0.76,"D"
0,0.19,10300,0,0.38,"B"
0,0.24,17500,0,0.15,"D"
0,0.07,1000,0,0.02,"AA"
0,0.23,8000,1,0.74,"D"
0,0.11,1500,0,0.39,"B"
0,0.2,5000,0,0.43,"D"
0,0.17,5000,0,0.34,"D"
0,0.13,5000,0,0.95,"B"
0,0.11,1200,0,0.87,"Missing"
0,0.15,1000,0,0.27,"A"
0,0.29,3000,0,0.36,"Missing"
0,0.24,10000,0,0.57,"D"
1,0.25,5000,0,0.76,"C"
0,0.29,10000,0,0.47,"Missing"
0,0.16,8000,0,0.66,"B"
0,0.17,11000,0,0.61,"C"
0,0.29,3000,0,0.85,"Missing"
0,0.17,1000,1,0.59,"D"
0,0.29,5000,0,0.32,"Missing"
0,0.29,1500,0,0.51,"Missing"
0,0.27,4700,0,0,"D"
0,0.09,3500,0,0.14,"AA"
0,0.2,3500,0,0.51,"D"
0,0.17,3500,0,0.76,"Missing"
0,0.29,7000,0,0,"Missing"
0,0.17,7000,0,0.67,"B"
0,0.29,3500,0,0.88,"Missing"
0,0.12,4000,0,0.43,"B"
0,0.17,3800,0,0.7,"C"
0,0.11,6100,0,0.76,"B"
0,0.29,20000,0,0.89,"C"
0,0.29,2400,0,0.87,"Missing"
0,0.11,3500,1,0.18,"A"
0,0.24,2000,0,1.02,"Missing"
0,0.29,9000,1,0.95,"D"
0,0.11,1600,0,0.9,"B"
0,0.18,10000,0,0.66,"B"
0,0.15,18000,0,0.61,"B"
0,0.13,4950,0,0,"B"
0,0.29,4531,0,0,"Missing"
0,0.15,5000,0,0.7,"C"
0,0.16,3500,1,0,"C"
0,0.29,4600,0,0.9,"Missing"
0,0.28,3001,0,0.75,"Missing"
0,0.25,4000,0,0.46,"C"
0,0.17,2000,0,0,"D"
0,0.19,2750,0,0,"C"
0,0.12,10000,0,0.58,"A"
0,0.2,5000,0,0.7,"D"
0,0.26,2550,1,0.51,"Missing"
0,0.25,2000,1,1.4,"Missing"
0,0.11,3000,0,0.89,"B"
0,0.1,1000,0,0.2,"A"
0,0.09,1000,0,0.18,"AA"
0,0.29,3500,0,1.01,"Missing"
0,0.09,2000,0,0.06,"AA"
1,0.23,1750,1,0,"Missing"
0,0.19,6500,0,0.7,"C"
0,0.11,1000,1,0.97,"C"
1,0.27,2400,0,0,"Missing"
0,0.23,2600,0,0.5,"Missing"
1,0.23,6001,1,0.85,"Missing"
0,0.19,19900,0,0.75,"C"
1,0.29,20000,0,1.03,"C"
