"default","bmaxrate","amount","close","bankcardutil","rating"
0,0.15,3600,0,0.28,"A"
0,0.19,7500,0,0.98,"D"
0,0.23,6001,0,0.42,"C"
0,0.2,15000,0,0.93,"D"
0,0.18,3000,1,0.95,"D"
0,0.25,5000,0,0.52,"C"
0,0.15,1500,1,0.85,"D"
0,0.29,4500,0,0.91,"Missing"
0,0.11,7000,0,0,"AA"
0,0.11,20000,1,0.87,"AA"
0,0.2,3000,1,0.62,"D"
0,0.15,4500,0,0.96,"A"
0,0.15,3800,0,0.2,"B"
0,0.22,2500,1,0.63,"D"
0,0.17,2400,0,0.86,"D"
0,0.23,7100,0,0.27,"A"
0,0.15,2000,0,0,"B"
0,0.08,3000,0,0,"AA"
0,0.09,5000,0,0.08,"A"
0,0.1,6500,0,0.69,"AA"
0,0.15,2000,0,0.87,"D"
0,0.29,2525,0,0,"D"
0,0.29,5000,0,0.75,"Missing"
0,0.15,9500,0,0.94,"B"
0,0.29,7400,0,0,"Missing"
0,0.2,2500,0,0,"Missing"
0,0.1,2550,0,0.58,"A"
0,0.08,3500,0,0,"AA"
1,0.29,2000,1,0,"Missing"
0,0.22,25000,0,0.7,"C"
0,0.24,4000,0,0.63,"D"
0,0.11,5000,0,0,"AA"
0,0.25,14000,0,0.8,"D"
1,0.13,7500,0,0.92,"B"
1,0.29,3100,0,1,"Missing"
0,0.14,8000,0,0.74,"B"
0,0.22,2000,1,0.84,"D"
0,0.11,8000,0,0.32,"A"
0,0.21,5000,0,0.85,"C"
0,0.15,12000,1,0.53,"B"
0,0.25,8500,0,0.86,"Missing"
0,0.2,25000,0,0,"B"
0,0.23,6500,0,0.75,"D"
0,0.11,13000,0,0.82,"A"
0,0.17,1550,0,0.95,"Missing"
0,0.21,7500,0,0.68,"C"
1,0.26,6000,1,0,"Missing"
0,0.23,6001,0,0.81,"D"
0,0.24,3000,0,0.56,"Missing"
0,0.19,1100,1,1,"Missing"
0,0.15,3500,0,0.9,"C"
0,0.15,3000,0,0.91,"Missing"
0,0.22,25000,0,0.83,"A"
0,0.15,20000,0,0.75,"B"
0,0.07,3000,1,0.09,"AA"
0,0.23,9500,0,0.53,"D"
0,0.17,5500,0,0.91,"C"
0,0.28,11000,0,0.84,"Missing"
0,0.16,4000,0,0.8,"C"
0,0.23,7200,0,1.12,"Missing"
0,0.26,2200,0,0.97,"Missing"
0,0.17,3000,0,1.12,"Missing"
0,0.29,2501,0,1.07,"Missing"
0,0.1,1500,0,0.89,"A"
0,0.17,3650,0,0.85,"D"
0,0.23,15000,0,0.96,"C"
1,0.29,3600,1,0,"Missing"
0,0.2,6500,1,1.06,"Missing"
1,0.29,25000,1,0.96,"Missing"
0,0.16,2000,1,0.41,"C"
0,0.29,3001,0,0.84,"Missing"
0,0.19,15000,1,0.94,"B"
0,0.2,1000,0,0.9,"Missing"
0,0.29,1000,1,1.09,"Missing"
0,0.11,15152,0,0.6,"A"
0,0.17,20000,1,0.55,"B"
0,0.29,4000,1,0.92,"Missing"
0,0.13,2550,0,0.53,"B"
0,0.11,1200,0,1,"Missing"
0,0.25,5000,1,1.1,"Missing"
0,0.12,4000,0,0,"B"
0,0.23,3500,1,0.96,"C"
0,0.11,5000,0,0.12,"A"
0,0.17,15000,1,0.98,"B"
0,0.24,8000,1,0.93,"Missing"
0,0.22,6001,1,0.22,"C"
0,0.29,1000,1,0.67,"Missing"
0,0.23,10000,0,0,"D"
0,0.21,10000,0,0.72,"A"
0,0.1,5000,0,1.13,"A"
0,0.15,9800,0,0.94,"B"
0,0.26,10000,0,0.88,"D"
0,0.09,2500,1,0.24,"AA"
0,0.16,2000,0,0.89,"C"
0,0.15,5000,1,0.6,"D"
0,0.17,4000,0,0.78,"C"
0,0.15,7000,0,0,"A"
0,0.24,4500,0,0.6,"D"
0,0.07,2550,0,0.01,"AA"
0,0.18,12000,0,0.93,"B"
0,0.18,5000,0,0.5,"D"
0,0.2,5000,0,0.64,"D"
0,0.1,2550,0,0.02,"AA"
0,0.11,1000,0,0.97,"Missing"
0,0.29,25000,0,0.52,"D"
0,0.18,25000,0,0.6,"A"
0,0.25,7900,0,0.68,"C"
0,0.29,6000,1,0.77,"Missing"
0,0.25,2000,0,0.19,"D"
0,0.08,1000,0,0.05,"AA"
0,0.23,5000,0,0.37,"D"
0,0.24,2000,1,0.93,"Missing"
0,0.1,6000,0,0.51,"AA"
0,0.29,3800,0,0.96,"Missing"
0,0.13,15000,0,0,"B"
0,0.29,4000,0,0.8,"D"
0,0.2,10000,0,0.79,"C"
0,0.14,6000,0,0.03,"AA"
0,0.2,1800,0,0.61,"Missing"
0,0.26,1000,0,0,"Missing"
1,0.29,7900,1,0.99,"Missing"
0,0.15,5600,0,0.07,"A"
0,0.22,6001,0,0,"D"
0,0.29,4000,0,1,"Missing"
0,0.18,9200,0,0.71,"C"
0,0.25,15000,0,0.45,"C"
0,0.11,4000,0,0,"B"
0,0.23,10000,0,0.67,"D"
0,0.19,20000,1,0.82,"B"
0,0.18,5000,0,0.92,"B"
1,0.23,6001,1,0.92,"D"
0,0.29,25000,0,0.98,"Missing"
0,0.15,9500,0,0.39,"B"
0,0.2,4100,1,0.8,"D"
0,0.24,10000,1,0.73,"D"
0,0.29,25000,1,0.42,"D"
0,0.21,4000,0,0,"D"
0,0.2,17850,0,0.43,"C"
1,0.24,1200,0,1.09,"Missing"
0,0.1,8000,0,0.21,"A"
0,0.22,3600,0,0.57,"D"
0,0.16,10000,0,0.11,"B"
0,0.18,12000,1,0.68,"C"
0,0.29,4000,1,0.98,"Missing"
0,0.13,13000,0,0.81,"B"
0,0.19,9750,0,0.78,"B"
0,0.1,3885,0,0.38,"A"
0,0.17,4900,0,0.13,"D"
0,0.11,10500,0,0.16,"AA"
0,0.29,5200,0,0,"Missing"
0,0.12,3500,0,0.31,"A"
0,0.17,5500,0,0.07,"C"
1,0.29,23250,0,0.92,"C"
0,0.17,15000,0,0.52,"B"
0,0.11,10000,0,0.17,"AA"
0,0.08,2300,0,0.18,"AA"
0,0.22,12150,0,0,"D"
1,0.29,3000,1,0,"Missing"
0,0.18,25000,0,0.69,"B"
1,0.29,10000,0,1.13,"Missing"
0,0.22,8500,0,0.93,"D"
0,0.29,7000,0,0.12,"D"
0,0.29,12000,1,0.18,"C"
0,0.12,1800,0,0.39,"B"
1,0.29,4000,0,0,"Missing"
0,0.29,5000,0,1,"Missing"
0,0.17,1000,0,0.89,"Missing"
0,0.09,4500,0,0.07,"AA"
0,0.09,3500,0,0.67,"A"
0,0.18,20000,0,0.67,"B"
0,0.29,3975,0,0.97,"Missing"
0,0.07,1000,0,0.12,"C"
0,0.13,1000,1,0.7,"C"
0,0.15,15500,0,0.98,"B"
0,0.27,3500,1,1.09,"Missing"
0,0.21,7000,0,0.78,"D"
0,0.07,1500,1,0.07,"AA"
0,0.22,6500,1,0,"B"
0,0.24,1000,0,0.92,"Missing"
0,0.29,3442,0,0.26,"Missing"
0,0.27,1800,1,0.1,"Missing"
0,0.1,1425,0,0,"AA"
0,0.24,9000,0,1.03,"D"
0,0.1,2750,0,0.37,"AA"
1,0.29,2550,1,0,"Missing"
0,0.15,14000,0,0.69,"B"
0,0.09,2000,0,0.02,"AA"
0,0.19,18000,0,0.76,"C"
0,0.12,3001,0,0.05,"AA"
0,0.15,5000,0,0.85,"C"
0,0.17,1000,1,0.71,"Missing"
0,0.18,3000,1,0.93,"C"
0,0.29,2000,1,0.98,"Missing"
0,0.09,2500,0,0,"AA"
0,0.24,9950,0,0,"D"
0,0.28,3500,0,0,"Missing"
0,0.2,24900,0,0.87,"C"
0,0.29,2550,1,0.76,"Missing"
0,0.15,2500,1,0.28,"B"
0,0.09,5500,1,0.48,"A"
0,0.18,7000,0,0.95,"C"
0,0.2,1990,1,1,"D"
0,0.19,5000,0,0.42,"B"
0,0.26,3001,1,1.01,"Missing"
0,0.29,16000,1,0,"D"
0,0.25,4500,1,0.93,"Missing"
0,0.15,25000,0,0.31,"B"
0,0.18,12000,0,0.54,"B"
0,0.19,10000,1,0.88,"D"
0,0.1,5000,0,0.43,"A"
0,0.26,7300,0,0,"C"
0,0.18,14000,0,0.28,"C"
0,0.09,2550,0,0.58,"AA"
0,0.2,13000,0,1.01,"B"
0,0.29,3800,0,1,"Missing"
0,0.13,25000,0,0.1,"AA"
0,0.19,25000,0,0.72,"A"
0,0.19,6600,0,0.27,"C"
0,0.12,6000,0,0.03,"AA"
0,0.16,15000,0,0,"B"
0,0.15,10000,0,0.59,"B"
0,0.26,4500,0,0.96,"Missing"
0,0.12,7500,0,0.81,"A"
0,0.29,3000,0,0.98,"Missing"
0,0.19,25000,0,0.66,"A"
0,0.14,12000,1,0.37,"A"
0,0.24,25000,0,0,"A"
0,0.23,13100,0,0.71,"D"
0,0.17,15000,0,0.65,"B"
0,0.15,12000,0,0.45,"AA"
0,0.15,25000,0,0.9,"B"
0,0.11,6475,0,0.1,"AA"
0,0.26,7225,0,1.01,"Missing"
0,0.15,1000,0,0.16,"A"
0,0.17,5000,1,0.98,"B"
0,0.24,25000,0,0.85,"B"
0,0.19,6001,0,0.52,"C"
0,0.29,1000,0,0,"Missing"
0,0.24,3000,0,1,"Missing"
0,0.22,7500,0,0.92,"D"
0,0.29,10000,0,0.04,"B"
0,0.18,9999,0,0.97,"C"
0,0.29,5224,0,0.67,"Missing"
0,0.11,8000,0,0,"A"
0,0.17,9000,0,0.9,"C"
0,0.29,2550,0,0.99,"Missing"
0,0.2,9999,0,0.94,"D"
0,0.28,3200,0,0.93,"D"
0,0.14,8000,0,0.53,"B"
0,0.2,1500,0,0,"D"
0,0.12,10000,0,0.12,"AA"
0,0.25,25000,0,0.18,"A"
0,0.29,25000,0,0.47,"D"
0,0.29,5000,0,0.97,"Missing"
0,0.29,7000,0,0,"C"
0,0.29,7500,0,0.35,"Missing"
0,0.14,3000,0,0.95,"C"
0,0.24,3000,0,0.92,"Missing"
0,0.29,3500,0,0,"Missing"
0,0.2,3500,0,1,"D"
0,0.19,3900,1,0,"C"
0,0.2,9000,1,1.01,"D"
0,0.25,15000,1,0.82,"D"
0,0.29,10000,1,0.9,"Missing"
0,0.18,20000,0,0.53,"A"
0,0.13,24250,0,0,"AA"
0,0.25,1000,1,0.95,"D"
1,0.29,5000,0,0.6,"Missing"
0,0.29,8000,0,0.8,"Missing"
0,0.29,15000,0,0.98,"Missing"
1,0.29,5500,0,1.02,"Missing"
0,0.17,6000,0,0.6,"C"
0,0.17,1275,0,0.91,"A"
0,0.13,9900,0,0.86,"B"
0,0.2,2300,0,0.86,"C"
1,0.29,6000,0,0.43,"D"
0,0.2,4000,1,0.98,"B"
0,0.26,25000,1,0.09,"B"
0,0.2,3500,1,0.81,"C"
0,0.26,5000,0,0,"Missing"
0,0.29,4500,1,1.32,"Missing"
0,0.24,7500,1,0.82,"D"
0,0.26,1000,1,0,"Missing"
0,0.16,15000,0,0.46,"AA"
0,0.29,5900,0,0.88,"Missing"
0,0.11,25000,1,0.09,"AA"
0,0.29,5100,0,0.66,"Missing"
0,0.22,10001,1,0.81,"D"
0,0.24,3000,0,1.99,"Missing"
0,0.29,25000,0,1.31,"Missing"
1,0.29,1890,1,0,"Missing"
0,0.29,2550,1,0.93,"Missing"
0,0.15,1200,0,0.49,"C"
0,0.2,7000,0,0.28,"C"
0,0.29,2560,0,1,"Missing"
0,0.29,5000,1,0.75,"D"
0,0.11,25000,0,0.23,"AA"
0,0.14,3210,0,0.08,"B"
0,0.26,25000,0,0.69,"B"
0,0.17,2000,1,0.97,"Missing"
0,0.23,15900,0,0.74,"D"
0,0.15,15000,0,0.63,"B"
0,0.18,15000,0,0.16,"B"
0,0.19,6000,0,0.5,"B"
0,0.25,14000,0,0.84,"B"
0,0.29,3000,1,0.74,"Missing"
0,0.19,5000,0,0.28,"B"
0,0.15,4500,1,0,"C"
0,0.29,3000,0,0,"Missing"
0,0.25,13000,0,0.74,"D"
0,0.24,3000,0,0.85,"Missing"
0,0.15,2890,1,0,"D"
0,0.24,4500,0,0.72,"D"
0,0.15,15152,0,0.85,"B"
0,0.29,15000,0,0.49,"C"
0,0.15,2500,0,0.44,"D"
0,0.24,5000,1,0.47,"C"
0,0.29,23800,0,0.5,"C"
0,0.2,2200,0,0.92,"Missing"
0,0.11,1500,0,0,"AA"
0,0.23,8500,0,1,"D"
0,0.15,5000,0,0.17,"B"
0,0.2,2000,0,1.03,"Missing"
0,0.23,6001,1,0.52,"D"
0,0.15,4000,0,0.95,"C"
0,0.18,17000,0,0.23,"B"
0,0.13,25000,0,0.05,"AA"
0,0.29,20000,1,0.9,"C"
0,0.27,7000,0,0,"D"
1,0.23,3890,0,0.97,"Missing"
0,0.11,10000,0,0.43,"AA"
0,0.09,3001,0,0.21,"AA"
0,0.16,20000,1,0.32,"A"
0,0.18,4500,1,0.71,"C"
0,0.12,6000,0,0.53,"AA"
0,0.22,9000,0,0.99,"C"
0,0.12,15000,0,0.09,"A"
0,0.2,5000,0,0.7,"D"
0,0.2,8000,0,0.87,"D"
0,0.29,22000,0,0.83,"D"
0,0.14,3000,0,0.85,"C"
0,0.29,3600,0,0.92,"Missing"
0,0.29,3000,1,0.59,"D"
0,0.15,3000,0,0.46,"B"
0,0.24,18000,1,0.97,"C"
0,0.29,5300,0,0.83,"Missing"
0,0.28,11000,0,0.9,"Missing"
0,0.25,9500,0,0.64,"D"
0,0.29,5000,1,0.94,"Missing"
0,0.29,3000,1,0.8,"Missing"
0,0.2,1000,0,0,"Missing"
0,0.18,9800,0,0.57,"C"
0,0.25,5500,0,0.49,"Missing"
0,0.23,6001,0,1.2,"Missing"
0,0.12,1000,1,0.45,"D"
0,0.21,25000,1,0.01,"B"
0,0.15,13000,0,0.26,"AA"
0,0.25,5000,0,0.2,"D"
0,0.19,15000,0,0.37,"C"
0,0.13,15000,0,0.45,"A"
0,0.29,4000,0,0.95,"Missing"
0,0.23,4000,0,1.01,"Missing"
0,0.29,7000,0,0.36,"Missing"
0,0.1,3900,0,0.41,"AA"
0,0.17,20000,0,0.56,"B"
0,0.15,7500,0,0.65,"B"
0,0.24,12000,0,0.9,"D"
0,0.29,25000,0,0.6,"D"
0,0.29,3500,0,1.01,"Missing"
0,0.25,15000,0,0.65,"D"
0,0.13,5000,0,0.32,"B"
0,0.17,11300,0,0.27,"C"
0,0.11,14000,0,0.29,"AA"
0,0.2,5000,0,0,"D"
0,0.2,5000,0,0.77,"D"
0,0.15,18000,0,0.12,"B"
0,0.23,7000,0,0.98,"C"
0,0.17,5000,0,0,"C"
0,0.29,3000,1,0.75,"Missing"
0,0.29,5000,1,0,"Missing"
0,0.29,3999,0,0.96,"Missing"
0,0.29,2000,0,0.77,"Missing"
0,0.08,4000,0,0.13,"AA"
1,0.29,2000,1,0.09,"Missing"
0,0.18,9750,0,0.92,"C"
0,0.11,6001,0,0.28,"A"
0,0.29,5000,1,0.7,"C"
0,0.25,9000,0,0.97,"D"
0,0.2,21000,0,0.34,"AA"
0,0.15,4000,0,0.28,"B"
0,0.2,7500,1,0.38,"C"
0,0.29,12000,0,0.63,"D"
0,0.17,10000,1,0.95,"D"
0,0.15,25000,0,0.09,"C"
0,0.15,3200,0,0.7,"C"
0,0.13,10000,0,0.78,"B"
0,0.24,5600,0,0.62,"Missing"
0,0.14,5000,0,0.68,"B"
0,0.18,6000,0,0.58,"C"
0,0.09,5000,0,0.18,"AA"
0,0.12,6000,0,0.6,"A"
0,0.1,2000,0,0.06,"AA"
0,0.1,5000,0,0.09,"AA"
0,0.15,7500,0,0.72,"B"
0,0.29,3000,0,0.63,"Missing"
0,0.29,2550,0,0,"Missing"
1,0.17,1800,0,0.96,"Missing"
0,0.29,3700,0,0.58,"D"
0,0.15,3000,1,0,"C"
0,0.15,8500,0,0.55,"AA"
0,0.17,6550,0,0.77,"C"
0,0.14,20200,0,0.86,"A"
0,0.2,18000,1,0.75,"B"
0,0.1,1000,0,0.3,"AA"
0,0.1,3000,0,0.36,"A"
0,0.12,10000,0,0.81,"AA"
0,0.17,1700,0,0.56,"Missing"
0,0.17,3500,0,0.12,"D"
0,0.29,15000,0,0,"Missing"
0,0.1,1000,0,0.56,"A"
0,0.29,8000,0,0.8,"D"
0,0.15,4400,0,0.8,"Missing"
0,0.2,16950,0,0.55,"C"
0,0.19,25000,0,0.85,"A"
0,0.16,5000,0,0.35,"B"
0,0.14,18500,0,0.45,"A"
0,0.12,4800,0,0.66,"B"
0,0.15,25000,0,0.01,"A"
0,0.14,2000,0,0.5,"C"
0,0.11,3000,0,0.32,"AA"
0,0.16,25000,1,0.66,"AA"
0,0.1,4000,0,0.34,"A"
0,0.29,9740,0,0.56,"D"
0,0.25,8500,1,0.73,"D"
0,0.19,6000,1,0.61,"D"
0,0.29,3000,0,0.92,"Missing"
0,0.25,4500,1,0.2,"D"
0,0.25,5000,0,1,"Missing"
0,0.2,6000,0,1,"C"
0,0.17,7500,0,0.2,"C"
0,0.29,5300,0,0.96,"Missing"
0,0.21,13500,0,0.84,"D"
0,0.29,6000,0,0.92,"Missing"
0,0.1,3000,0,0.2,"AA"
0,0.15,10500,0,0.84,"C"
0,0.14,9500,0,0.77,"A"
0,0.14,25000,1,0.63,"AA"
0,0.27,3000,1,0.65,"Missing"
0,0.17,2500,0,0.59,"C"
0,0.28,4500,0,0.47,"Missing"
0,0.14,3000,0,0,"C"
0,0.17,5000,1,0.08,"C"
0,0.2,6500,0,0,"C"
0,0.15,6500,0,1.05,"C"
0,0.1,1000,0,0.24,"A"
0,0.25,10000,0,0.87,"Missing"
0,0.13,4250,1,0.99,"B"
0,0.14,2100,0,0.92,"C"
0,0.29,25000,0,0.38,"B"
0,0.29,6000,1,0.72,"Missing"
0,0.2,5500,0,0.95,"Missing"
0,0.17,20000,1,0.01,"AA"
0,0.29,2550,0,0.9,"Missing"
0,0.12,25000,1,0,"AA"
0,0.2,9000,0,0.92,"C"
0,0.29,25000,0,0.57,"B"
1,0.29,2400,0,1.05,"Missing"
0,0.23,10000,0,1.02,"D"
0,0.29,4000,0,0.98,"Missing"
0,0.28,12839,0,0.45,"C"
0,0.21,15500,0,0.66,"A"
0,0.23,14000,1,0.83,"C"
0,0.1,7000,0,0.17,"AA"
0,0.29,10500,0,0.76,"D"
0,0.26,10000,0,0.97,"D"
0,0.15,10000,0,0.16,"A"
0,0.11,18800,0,0.63,"AA"
0,0.28,2550,0,0.74,"Missing"
0,0.17,25000,0,0.67,"A"
1,0.29,9200,1,0.98,"Missing"
0,0.27,5000,0,0.83,"Missing"
0,0.25,10000,1,0,"A"
0,0.28,6500,1,0,"Missing"
1,0.29,5000,0,0.9,"Missing"
1,0.29,5000,1,0,"Missing"
0,0.24,1750,1,0.91,"Missing"
0,0.15,20000,1,0.79,"B"
0,0.2,15000,0,0.59,"A"
0,0.19,5500,0,0.29,"B"
0,0.12,9000,0,0.05,"AA"
0,0.26,2000,1,0,"Missing"
0,0.29,15000,0,0.97,"D"
0,0.14,6001,0,0.56,"B"
0,0.23,5000,0,0.78,"D"
0,0.17,1075,1,0.9,"Missing"
0,0.12,8000,1,0.91,"A"
0,0.24,15000,0,1.03,"D"
0,0.14,2400,1,0.22,"B"
0,0.14,25000,0,0.23,"B"
0,0.15,5000,1,0.42,"B"
0,0.23,5000,1,0.98,"D"
0,0.11,23500,0,0.02,"AA"
0,0.24,5000,0,0.95,"D"
0,0.21,3000,1,0.65,"Missing"
0,0.22,15000,0,0.95,"C"
0,0.24,25000,0,0.42,"C"
1,0.27,2800,0,0,"Missing"
0,0.15,18000,0,0.37,"B"
0,0.24,1000,1,0.18,"C"
0,0.09,1500,0,0.76,"A"
0,0.15,2500,0,0.94,"D"
0,0.25,7000,0,0.14,"D"
0,0.14,3000,0,0.98,"C"
0,0.17,4000,0,0.02,"AA"
0,0.19,24000,1,0.18,"B"
0,0.17,5000,0,0.46,"A"
0,0.17,4600,0,0.88,"B"
0,0.19,4700,0,0.74,"D"
0,0.21,5000,0,0.77,"C"
0,0.25,2550,0,0,"Missing"
0,0.12,11000,0,0.7,"A"
0,0.18,14000,0,0.91,"C"
0,0.15,5000,0,0.73,"B"
1,0.28,6215,1,0.91,"Missing"
0,0.11,7000,0,0.83,"AA"
0,0.09,2500,0,0.28,"AA"
0,0.14,1400,0,0.61,"C"
0,0.18,4000,0,0.19,"D"
0,0.11,2500,1,0,"B"
0,0.29,5000,0,0.73,"Missing"
0,0.12,18950,0,0,"AA"
0,0.24,1000,1,0.9,"D"
0,0.15,2650,1,0.42,"D"
0,0.19,6001,0,0.2,"C"
0,0.25,25000,0,0.73,"A"
0,0.29,6700,0,0.39,"Missing"
0,0.29,12000,0,0.6,"B"
0,0.16,11204,0,0.73,"B"
0,0.15,1100,0,0,"Missing"
0,0.19,9000,1,0.98,"C"
0,0.12,7000,0,0.2,"B"
0,0.11,25000,0,0.29,"AA"
0,0.15,1000,0,0.87,"C"
0,0.15,12000,0,0.33,"B"
0,0.17,2000,0,0.25,"Missing"
0,0.29,5000,0,0.78,"Missing"
1,0.17,3000,1,0.14,"AA"
0,0.15,25000,0,0.44,"AA"
0,0.11,3000,0,0.26,"A"
0,0.26,10848,0,0.68,"B"
0,0.13,20000,0,0.46,"A"
0,0.25,3500,1,0.62,"Missing"
0,0.21,3500,0,1.03,"D"
0,0.16,6500,0,0.67,"C"
0,0.29,3000,0,1.34,"Missing"
1,0.29,20000,0,0.03,"D"
0,0.17,5000,0,0.03,"C"
0,0.28,10000,0,0.87,"D"
0,0.29,1000,0,0,"Missing"
0,0.29,7000,1,0.91,"D"
1,0.29,3000,1,1.01,"Missing"
0,0.29,3500,0,0.9,"Missing"
0,0.22,5600,0,0.94,"D"
0,0.29,3500,0,0.83,"Missing"
0,0.29,5000,0,1,"Missing"
0,0.17,4000,0,0.75,"B"
0,0.25,4500,0,0.87,"D"
0,0.18,8000,1,0,"C"
0,0.15,17000,1,0.58,"A"
0,0.17,8500,1,0.21,"B"
0,0.23,7500,0,0.89,"D"
0,0.2,5000,1,0,"C"
0,0.25,15000,0,0,"D"
0,0.15,7500,0,0.98,"C"
0,0.17,1700,0,0.28,"D"
0,0.29,5000,0,0.92,"Missing"
0,0.07,1325,0,0.02,"AA"
0,0.19,7000,0,0.62,"C"
0,0.29,3500,0,0.88,"Missing"
0,0.22,19000,0,0.75,"C"
0,0.22,25000,1,0.69,"AA"
0,0.21,5500,1,0,"C"
0,0.17,25000,0,0.34,"AA"
0,0.21,3001,1,0,"C"
0,0.23,15000,0,0.18,"D"
0,0.2,6000,0,0.02,"C"
1,0.29,3000,0,0,"Missing"
0,0.11,1527,0,0.03,"AA"
0,0.21,25000,0,0.07,"B"
0,0.13,2500,1,0.77,"B"
0,0.25,2800,0,0.97,"Missing"
0,0.09,8000,0,0,"AA"
0,0.27,6000,0,0.95,"Missing"
