"default","bmaxrate","amount","close","bankcardutil","rating"
1,0.23,4000,0,0.51,"D"
1,0.29,5000,0,0,"Missing"
0,0.23,25000,0,0.04,"AA"
0,0.2,2000,0,0,"Missing"
0,0.29,1800,0,0.73,"Missing"
0,0.26,17850,0,0.94,"C"
0,0.29,2000,0,1.26,"Missing"
0,0.2,25000,1,0.87,"C"
0,0.29,7000,1,1.02,"Missing"
0,0.13,10000,0,0.53,"A"
0,0.2,1000,0,1.07,"Missing"
0,0.29,5500,0,0.99,"Missing"
0,0.15,8400,0,0.48,"B"
0,0.28,12000,1,0.87,"D"
0,0.24,5700,0,0.1,"A"
0,0.22,10000,0,0.65,"C"
0,0.24,1500,0,0,"Missing"
0,0.15,17500,0,0.55,"B"
0,0.12,4500,0,0.09,"AA"
0,0.12,17500,0,0.13,"AA"
0,0.23,12500,1,0.41,"D"
1,0.29,5000,0,0,"Missing"
0,0.2,5128,0,0,"Missing"
1,0.29,1000,0,0,"Missing"
0,0.23,3150,0,0.88,"Missing"
0,0.19,7000,0,0.83,"C"
0,0.2,1000,0,0.33,"D"
0,0.17,10700,0,0.12,"C"
0,0.14,14100,0,0.73,"B"
0,0.11,3000,1,0,"C"
0,0.14,5000,0,0.29,"B"
0,0.18,9999,0,0.92,"D"
0,0.29,3500,0,0.99,"Missing"
0,0.29,3999,0,0.94,"Missing"
1,0.15,4000,0,0,"C"
0,0.17,25000,0,0.91,"A"
0,0.23,5000,0,0.39,"D"
0,0.19,2500,0,0.82,"C"
0,0.15,19500,0,0.59,"AA"
0,0.15,2000,0,0.98,"C"
0,0.29,18000,0,0.91,"C"
0,0.17,4000,1,0.76,"D"
0,0.11,4000,0,0.11,"AA"
0,0.19,15000,0,0.3,"AA"
1,0.29,9000,1,0,"Missing"
1,0.29,3000,0,0,"Missing"
0,0.24,1500,1,0.88,"Missing"
0,0.13,15000,0,0.09,"AA"
0,0.29,6000,0,0,"Missing"
0,0.26,25000,0,0.92,"C"
0,0.24,4592,0,0.6,"C"
0,0.09,2500,0,0.09,"AA"
0,0.23,8000,0,0.87,"D"
0,0.18,13000,0,0.73,"C"
0,0.1,6000,0,0.52,"A"
0,0.22,8000,1,0.93,"D"
0,0.29,7600,0,0.94,"Missing"
0,0.07,3000,0,0.06,"AA"
0,0.15,1000,1,1.75,"Missing"
0,0.27,10095,0,0.9,"Missing"
1,0.1,2500,1,0,"B"
0,0.13,19000,0,0.08,"AA"
0,0.13,18000,0,0.53,"AA"
0,0.29,2000,1,0.83,"Missing"
0,0.17,12000,0,0.91,"D"
1,0.29,4750,0,1,"Missing"
0,0.1,5000,1,0.06,"AA"
0,0.29,11000,0,0.98,"D"
0,0.29,18000,0,0.93,"D"
0,0.27,6000,0,0.85,"Missing"
0,0.2,3500,0,0,"Missing"
0,0.12,6000,0,0.33,"AA"
0,0.17,2400,0,0.77,"D"
0,0.16,3800,0,0,"B"
0,0.29,5000,0,0.93,"Missing"
0,0.1,10000,0,0.15,"AA"
0,0.19,25000,0,0.89,"B"
0,0.17,5600,0,1.09,"B"
0,0.13,10000,0,0.51,"A"
0,0.22,7300,0,0.74,"D"
0,0.29,5000,0,0.89,"Missing"
0,0.29,3000,1,0.95,"Missing"
0,0.13,12500,0,0,"AA"
0,0.2,3200,1,0,"D"
0,0.25,15000,0,0.9,"D"
0,0.2,5000,0,0,"C"
0,0.18,2550,0,0.28,"D"
0,0.28,23500,0,0.89,"D"
0,0.15,2700,0,0.51,"C"
0,0.17,1000,1,0.76,"D"
0,0.23,14000,0,1.04,"D"
0,0.29,25000,1,0.93,"C"
0,0.15,5000,0,0.7,"C"
0,0.2,1000,0,0.98,"Missing"
0,0.13,25000,0,0.27,"AA"
0,0.17,1000,0,1.02,"D"
0,0.23,7500,1,0.81,"Missing"
0,0.27,10000,0,0.45,"Missing"
0,0.11,5000,0,0.05,"A"
0,0.12,7500,1,0,"B"
0,0.29,10000,0,0.98,"C"
0,0.07,5000,0,0.05,"AA"
0,0.1,1500,0,0.16,"A"
0,0.1,1000,0,0.53,"A"
0,0.29,6000,1,0.79,"Missing"
0,0.2,15000,0,1.03,"D"
0,0.21,4500,0,0,"D"
0,0.29,2500,1,0.87,"Missing"
0,0.15,9990,0,0.2,"A"
0,0.2,13000,0,0.8,"D"
0,0.26,7000,0,0.92,"C"
0,0.09,9000,0,0.99,"Missing"
0,0.2,10000,1,0.85,"Missing"
0,0.15,10000,1,0,"B"
0,0.22,4500,1,0.68,"D"
0,0.15,5000,1,0.92,"C"
0,0.17,1000,0,0.35,"D"
0,0.2,2000,1,0,"Missing"
0,0.29,2500,0,0.08,"Missing"
0,0.15,2550,0,0.98,"Missing"
0,0.13,4000,0,0.01,"A"
0,0.15,4000,0,0.64,"B"
0,0.11,15200,0,0.83,"A"
0,0.12,25000,1,0.22,"AA"
0,0.29,2500,1,0,"Missing"
0,0.2,12500,0,0.52,"A"
0,0.09,4900,0,0,"AA"
0,0.15,25000,0,0.04,"A"
0,0.24,3000,0,0,"Missing"
0,0.15,6000,0,0.72,"B"
0,0.18,3500,0,0.01,"C"
0,0.24,2500,1,1,"D"
0,0.18,6800,1,0.89,"D"
0,0.2,8000,1,0.92,"C"
0,0.15,15000,0,0.62,"B"
0,0.15,9999,0,0.57,"B"
0,0.29,4000,0,1,"Missing"
0,0.29,5000,1,0.65,"D"
0,0.29,25000,0,0.58,"D"
0,0.25,25000,0,0.47,"AA"
0,0.29,2550,0,0.94,"Missing"
0,0.12,19500,1,0,"AA"
0,0.26,3000,0,1.17,"Missing"
0,0.18,2700,1,0.74,"C"
0,0.29,5000,0,0.82,"Missing"
0,0.17,4000,1,0,"C"
0,0.13,16000,0,0.34,"A"
0,0.29,5000,0,1.08,"Missing"
0,0.26,5000,0,0.64,"D"
0,0.15,6000,0,0.14,"C"
1,0.29,6000,0,0.98,"Missing"
1,0.22,20000,1,0.89,"C"
0,0.19,6200,0,0,"C"
0,0.19,13000,0,0.82,"C"
0,0.26,2500,1,0.91,"Missing"
1,0.29,6000,0,0,"Missing"
0,0.24,9500,0,0.86,"D"
0,0.23,1400,0,0,"Missing"
0,0.22,12000,1,0.92,"C"
0,0.29,3000,0,0.29,"Missing"
0,0.1,6000,0,0,"AA"
0,0.1,3000,0,0.16,"AA"
0,0.1,5000,0,0,"AA"
0,0.23,18000,0,0.58,"C"
0,0.24,4500,1,0.71,"D"
0,0.17,1500,0,0,"Missing"
1,0.29,3001,1,0,"Missing"
0,0.15,5000,0,0.92,"B"
0,0.26,9500,0,0.86,"D"
0,0.14,16500,0,0.2,"AA"
0,0.21,5000,1,0.94,"C"
0,0.29,3000,1,0,"Missing"
0,0.23,4400,1,0,"Missing"
0,0.27,6500,0,0.67,"D"
0,0.14,15000,0,0.59,"AA"
0,0.14,11500,1,0.36,"A"
0,0.13,20000,0,0.79,"A"
0,0.23,1600,0,0.74,"Missing"
0,0.18,7000,0,0.54,"B"
1,0.29,7200,0,1.15,"Missing"
0,0.2,3000,0,0,"D"
0,0.19,1000,0,0.87,"C"
1,0.15,10000,0,0.08,"B"
0,0.23,10000,0,0.69,"A"
0,0.29,3000,0,0,"Missing"
0,0.2,10000,0,0.45,"A"
0,0.28,3500,0,0.93,"D"
0,0.29,5000,0,0,"Missing"
0,0.17,12000,1,0.51,"A"
0,0.22,6000,0,0.71,"C"
0,0.09,3600,0,0.23,"AA"
0,0.27,8500,0,0.96,"C"
0,0.27,7500,0,0.69,"Missing"
0,0.15,2500,0,0.7,"D"
0,0.15,11000,0,0.65,"B"
0,0.29,11700,0,0.56,"Missing"
0,0.13,25000,1,0.11,"AA"
0,0.22,24000,0,0.72,"B"
0,0.23,3550,0,0.66,"D"
0,0.15,3500,0,0.32,"C"
0,0.14,6001,0,0.54,"A"
0,0.17,10000,0,0.79,"A"
0,0.18,5000,0,0,"B"
0,0.22,5000,0,0.55,"C"
0,0.23,8000,0,0,"D"
1,0.2,9000,0,0.65,"A"
0,0.21,8000,0,0.76,"D"
0,0.29,5100,0,0.81,"Missing"
0,0.17,3000,0,0.53,"C"
0,0.15,15000,0,0.05,"AA"
0,0.29,3800,0,0.73,"Missing"
0,0.16,3000,0,0.81,"B"
0,0.22,25000,0,0.63,"AA"
0,0.15,9000,0,0.49,"B"
0,0.19,11500,0,0.38,"C"
0,0.12,12000,1,0,"AA"
0,0.25,15000,1,0,"D"
0,0.27,15000,0,0.94,"D"
1,0.17,1100,0,0.29,"D"
0,0.08,2499,0,0.01,"AA"
0,0.19,13000,1,0.89,"C"
0,0.15,5000,0,0,"C"
0,0.15,2600,0,0.68,"C"
0,0.15,9999,0,0.54,"C"
0,0.25,9000,0,0.97,"D"
0,0.07,2550,1,0,"A"
0,0.13,25000,0,0.11,"AA"
0,0.25,3500,1,0,"D"
0,0.24,25000,0,0.89,"B"
0,0.14,9999,0,0,"A"
0,0.1,6000,0,0.02,"AA"
0,0.23,10000,1,0.72,"D"
0,0.2,3000,1,1.03,"Missing"
0,0.2,10000,0,0.03,"D"
0,0.29,2550,0,0,"Missing"
0,0.26,10000,0,0.46,"D"
0,0.22,4000,0,0.47,"B"
0,0.24,3000,0,0.97,"Missing"
0,0.09,6500,0,0.09,"AA"
1,0.29,3900,0,0,"Missing"
0,0.17,11000,0,0,"C"
0,0.29,5500,0,0.77,"Missing"
0,0.16,25000,0,0.76,"AA"
0,0.24,5000,0,0.9,"C"
0,0.15,2000,1,0,"C"
0,0.13,21000,0,0.24,"A"
0,0.13,20000,0,0.52,"A"
0,0.05,2000,0,0.1,"AA"
0,0.29,1500,1,0.94,"Missing"
0,0.11,1000,0,0.05,"C"
0,0.15,9999,0,0.83,"C"
0,0.23,25000,0,0.67,"D"
0,0.08,1500,1,0.22,"AA"
0,0.13,10000,0,0.28,"AA"
0,0.29,6500,0,0.89,"Missing"
0,0.1,8000,0,0.45,"AA"
0,0.13,9000,0,0.26,"AA"
1,0.25,8500,0,0.78,"D"
0,0.24,25000,0,0.97,"C"
0,0.15,3000,0,0.03,"AA"
0,0.19,12200,1,0,"C"
0,0.28,8000,0,0.92,"D"
0,0.14,2000,0,0.98,"B"
1,0.29,10000,0,0,"Missing"
0,0.2,1500,0,0.41,"Missing"
0,0.2,5000,0,0.87,"D"
0,0.07,2550,1,0.63,"Missing"
0,0.29,4000,1,0,"Missing"
1,0.29,23500,0,0.86,"C"
1,0.15,7000,1,0,"B"
0,0.24,10000,0,0.89,"D"
0,0.16,25000,0,0.92,"A"
0,0.13,17500,0,0.08,"AA"
0,0.18,18000,0,0.15,"B"
0,0.29,5000,0,0.77,"Missing"
1,0.29,10500,0,0.99,"Missing"
0,0.29,7100,1,1.12,"Missing"
0,0.2,8500,0,0.89,"D"
0,0.2,8500,0,0.64,"C"
0,0.24,3000,0,0.67,"Missing"
0,0.25,4449,0,0.94,"D"
0,0.2,5000,0,0.65,"B"
0,0.11,6000,0,0.1,"A"
0,0.13,6001,0,0.94,"A"
0,0.29,3500,1,0.74,"Missing"
0,0.09,2000,0,0,"AA"
0,0.17,25000,0,0.06,"AA"
0,0.29,4000,1,0,"Missing"
0,0.18,3002,1,0.8,"D"
1,0.29,22000,0,0,"D"
0,0.18,10000,0,0.15,"B"
0,0.19,9900,0,0.36,"C"
0,0.17,2000,0,0.79,"D"
0,0.29,5500,0,1.13,"Missing"
0,0.25,9000,0,0.56,"B"
0,0.24,23000,0,0.82,"B"
0,0.17,6500,0,0.45,"B"
0,0.14,7500,0,0.67,"B"
0,0.12,25000,0,0.06,"AA"
0,0.24,3000,0,0.91,"Missing"
0,0.29,3001,0,0.92,"Missing"
0,0.1,1000,0,0.65,"A"
0,0.29,2550,0,0,"Missing"
0,0.27,2000,0,0,"Missing"
0,0.21,5000,0,0,"D"
0,0.29,4000,0,1.21,"Missing"
0,0.27,3750,0,0.88,"Missing"
1,0.29,5000,1,1.05,"Missing"
0,0.29,3600,0,0.3,"Missing"
1,0.29,20000,1,0.99,"Missing"
0,0.24,14900,0,0.93,"D"
0,0.2,5000,0,0.08,"D"
0,0.12,5000,0,0.1,"AA"
0,0.29,13200,0,0.98,"D"
0,0.21,9000,0,0,"D"
0,0.2,25000,0,0.08,"B"
0,0.29,3500,0,0.94,"Missing"
0,0.19,16000,0,0,"A"
0,0.29,5000,1,0.42,"D"
0,0.29,5000,0,0.46,"Missing"
0,0.29,2000,1,0,"Missing"
0,0.2,9900,0,0.96,"D"
1,0.16,25000,0,0.85,"A"
0,0.21,14000,0,0.85,"C"
0,0.29,5000,0,0.92,"Missing"
0,0.29,2975,0,0.96,"Missing"
0,0.15,9500,0,0.36,"A"
0,0.29,3800,0,0.84,"Missing"
0,0.12,6250,0,0.21,"AA"
0,0.23,10000,0,0.44,"C"
0,0.15,3000,0,0.05,"AA"
0,0.18,7000,0,0.33,"C"
1,0.29,6500,1,0.85,"D"
0,0.14,7000,0,0.32,"A"
0,0.29,2100,0,1,"Missing"
0,0.2,3100,1,0.92,"C"
0,0.28,6000,0,0.53,"D"
0,0.29,13500,0,0.78,"D"
0,0.16,20000,0,0.29,"AA"
0,0.07,5000,0,0.33,"AA"
0,0.12,4000,0,0.04,"AA"
0,0.29,3001,0,0.83,"Missing"
0,0.2,6000,0,0.85,"Missing"
0,0.2,5000,0,0,"A"
0,0.19,4000,0,0.85,"C"
0,0.2,8000,0,0.79,"C"
0,0.16,15000,0,0.59,"A"
0,0.19,7500,0,0.57,"C"
0,0.24,4000,0,0.92,"D"
0,0.2,15000,0,0.61,"B"
0,0.14,9700,0,0.23,"AA"
1,0.29,1000,0,0.92,"Missing"
0,0.15,5000,0,0.74,"C"
0,0.29,5000,1,0.97,"Missing"
0,0.15,19300,0,0.39,"A"
0,0.15,6010,0,0.63,"B"
0,0.24,7500,0,0,"C"
0,0.29,6500,0,0.95,"Missing"
1,0.29,10000,1,0.72,"Missing"
0,0.23,1600,1,1.46,"Missing"
0,0.17,5000,0,0.78,"C"
0,0.28,2550,0,0.94,"Missing"
0,0.22,5000,1,0,"D"
1,0.27,12000,1,0,"D"
0,0.09,5000,0,0,"AA"
0,0.13,2550,0,0.27,"A"
0,0.17,10000,1,0.6,"A"
0,0.19,10000,0,0.64,"C"
1,0.29,3001,1,0,"Missing"
0,0.23,6500,0,0.71,"Missing"
0,0.18,10000,0,0.27,"C"
0,0.29,4000,0,0.77,"Missing"
0,0.17,15000,1,0.89,"B"
1,0.25,4000,1,0.47,"C"
0,0.08,3000,0,0.03,"AA"
0,0.23,8500,0,0.86,"D"
0,0.21,6000,0,0.76,"D"
0,0.29,4000,0,1.12,"Missing"
0,0.23,6001,0,0.88,"D"
0,0.11,15000,0,0.01,"AA"
0,0.29,3500,0,0.71,"Missing"
0,0.2,7000,0,0.86,"D"
0,0.09,2000,0,0,"A"
0,0.29,5000,0,0,"Missing"
0,0.15,5000,0,0.41,"B"
0,0.15,5000,1,0.84,"B"
0,0.29,2000,0,0.28,"Missing"
0,0.24,4000,0,0.89,"D"
0,0.26,5000,1,0,"Missing"
0,0.14,1500,0,0.04,"AA"
0,0.13,10200,0,0.95,"A"
0,0.25,3000,0,0,"Missing"
0,0.24,10000,0,0,"C"
0,0.18,6500,0,0.85,"C"
0,0.24,6000,0,0,"Missing"
0,0.23,1500,1,1.11,"Missing"
0,0.13,2000,1,0.54,"A"
0,0.27,5000,0,0.96,"Missing"
0,0.29,2550,1,1.32,"Missing"
0,0.15,14000,1,0.25,"A"
0,0.11,15000,0,0.21,"A"
1,0.23,6001,0,0.24,"D"
0,0.29,3000,1,1.01,"Missing"
0,0.1,3000,0,0.04,"AA"
0,0.19,11000,0,0.93,"B"
0,0.15,5000,0,0,"C"
0,0.11,20000,0,0.01,"AA"
0,0.29,4300,1,0.95,"Missing"
0,0.25,5000,0,0.9,"D"
0,0.29,20000,0,1.05,"C"
0,0.2,7500,0,0.99,"D"
0,0.24,4800,1,0,"C"
0,0.14,8000,0,0.76,"AA"
0,0.15,11000,0,0.42,"A"
0,0.29,2550,0,0.43,"Missing"
0,0.23,2400,0,0.91,"Missing"
0,0.24,2550,1,0.93,"Missing"
0,0.23,8800,1,0.61,"C"
0,0.15,15000,1,0.45,"A"
1,0.24,4000,0,0.99,"Missing"
0,0.24,1000,0,0.97,"Missing"
0,0.28,6000,0,0.98,"Missing"
0,0.29,8500,1,0,"B"
0,0.15,16000,0,0.77,"B"
0,0.15,1800,1,1.02,"D"
0,0.29,10000,0,0.78,"D"
0,0.23,15000,0,0.06,"D"
0,0.12,25000,0,0.07,"AA"
0,0.2,15000,1,0.8,"B"
1,0.21,10000,0,0.84,"D"
0,0.2,1500,0,0.74,"Missing"
0,0.26,3000,1,0,"Missing"
0,0.29,20000,0,0.95,"Missing"
0,0.16,3500,1,0.51,"C"
0,0.23,4000,1,1,"Missing"
0,0.24,9000,0,0.64,"D"
0,0.19,3000,0,0,"D"
0,0.14,5000,1,0.39,"B"
0,0.18,15000,0,0.58,"C"
0,0.11,8000,0,0,"A"
0,0.28,1900,0,1.2,"Missing"
0,0.29,7000,1,0,"Missing"
0,0.26,3672,0,0.94,"Missing"
1,0.27,10000,1,0.79,"D"
0,0.18,15000,1,0.02,"C"
1,0.25,7000,0,0.96,"D"
0,0.2,9000,0,0,"C"
0,0.22,9000,0,0.95,"D"
0,0.07,1000,0,0,"AA"
0,0.22,3000,0,0.3,"Missing"
0,0.2,6500,1,0.92,"D"
0,0.2,3000,0,0.76,"C"
0,0.09,1400,1,0.9,"D"
0,0.25,3001,1,0.89,"D"
0,0.29,3000,0,0.65,"Missing"
0,0.13,5000,0,0,"B"
0,0.18,8000,0,0.33,"C"
1,0.29,5500,1,0.89,"Missing"
0,0.1,2300,0,0.62,"A"
0,0.19,16000,0,0.99,"C"
0,0.29,3000,0,0,"Missing"
0,0.24,7500,1,0.94,"C"
0,0.17,17000,1,0.59,"B"
0,0.17,25000,0,0.11,"A"
0,0.12,15000,0,0,"A"
0,0.22,1100,1,0,"Missing"
0,0.11,4000,0,0.64,"D"
0,0.29,8500,1,0.93,"B"
0,0.11,5000,0,0.18,"A"
0,0.17,1600,0,0.98,"C"
0,0.2,7500,1,0.9,"D"
0,0.2,3000,0,0.39,"D"
0,0.14,9999,0,0.54,"A"
0,0.09,1000,1,0.05,"AA"
1,0.23,7000,0,0.52,"D"
0,0.08,3001,0,0.32,"AA"
0,0.15,11000,0,0.54,"B"
0,0.28,3500,0,1.01,"Missing"
0,0.24,3500,0,0.8,"Missing"
0,0.18,4500,0,0.49,"B"
0,0.14,2500,0,0.24,"C"
0,0.15,9000,0,0.3,"B"
0,0.17,7500,0,0.62,"D"
0,0.29,7500,0,0.86,"Missing"
0,0.07,1000,1,1.06,"Missing"
0,0.17,10000,0,0.62,"B"
0,0.1,5200,0,0,"A"
0,0.2,6000,0,0.25,"A"
0,0.12,5000,0,0,"AA"
0,0.29,2800,0,0.97,"Missing"
0,0.29,5000,0,0,"Missing"
0,0.23,1800,0,0,"Missing"
0,0.15,20000,0,0.66,"A"
0,0.15,1000,0,0,"Missing"
0,0.24,7000,0,1.14,"D"
0,0.15,7500,1,0,"A"
0,0.11,1000,1,0.97,"Missing"
0,0.22,15000,0,0.04,"D"
0,0.18,5000,0,0.12,"C"
0,0.18,19200,0,0,"AA"
0,0.23,16000,1,0,"A"
0,0.19,5000,0,0.39,"C"
0,0.29,10000,0,0.62,"C"
0,0.1,3000,0,0,"A"
0,0.2,15000,0,0.65,"B"
0,0.18,20000,1,0.43,"B"
0,0.2,3000,1,0.47,"D"
0,0.29,3000,0,0.91,"Missing"
0,0.17,3500,0,0,"B"
0,0.16,6000,1,0.55,"C"
1,0.29,5000,0,0.51,"Missing"
0,0.23,19000,0,0.95,"C"
0,0.29,4090,1,0.58,"Missing"
0,0.2,1500,0,0.8,"D"
0,0.23,1000,1,0,"Missing"
0,0.28,12000,0,0.83,"D"
0,0.12,8000,0,0.61,"A"
1,0.23,5000,0,0.97,"Missing"
0,0.1,5000,0,0.71,"AA"
0,0.11,5000,1,0,"A"
0,0.27,15000,1,0.75,"C"
0,0.09,2000,0,0.13,"AA"
0,0.29,9000,0,0.85,"Missing"
0,0.12,4700,0,0.09,"B"
1,0.24,6001,0,0.74,"D"
0,0.11,13000,1,0,"AA"
0,0.14,2500,0,0,"C"
0,0.2,19900,0,0.98,"A"
0,0.21,7000,0,0.52,"C"
0,0.11,3000,0,0,"B"
0,0.17,5000,0,0.93,"C"
1,0.25,13000,0,0.93,"D"
0,0.14,10000,0,0.44,"A"
0,0.22,7000,0,0.75,"C"
1,0.28,8423,0,0.92,"Missing"
0,0.15,10200,0,0,"C"
0,0.09,1500,0,0.03,"AA"
0,0.29,3000,1,0.92,"Missing"
0,0.24,10000,0,0.68,"D"
0,0.25,9000,0,0.79,"D"
0,0.29,8500,1,0.87,"Missing"
1,0.29,5000,0,0.71,"Missing"
0,0.17,2000,0,0.53,"A"
1,0.29,3000,1,0.82,"Missing"
0,0.28,9000,0,0.7,"D"
0,0.25,7500,0,0.54,"D"
0,0.29,3000,1,0.61,"Missing"
0,0.2,25000,1,0.98,"B"
0,0.25,1500,1,0.97,"Missing"
0,0.15,12000,0,0.61,"B"
0,0.11,1500,0,0.07,"B"
1,0.29,2500,0,1.21,"Missing"
0,0.09,6000,0,0,"AA"
0,0.12,5250,1,0.39,"B"
0,0.27,1000,1,0,"Missing"
0,0.15,10000,0,0.49,"A"
0,0.13,3500,1,0.71,"C"
0,0.29,4500,0,0.45,"Missing"
0,0.15,2000,0,0.62,"C"
0,0.2,10000,0,0.64,"D"
0,0.26,2600,0,0.36,"Missing"
0,0.15,2000,0,1.59,"Missing"
0,0.24,1500,0,0.96,"Missing"
0,0.24,4500,0,1.46,"Missing"
0,0.2,2000,0,0.84,"Missing"
0,0.25,1000,1,0.98,"C"
0,0.14,8000,0,0.92,"B"
0,0.29,2100,1,1.14,"Missing"
0,0.14,8000,0,0.21,"B"
0,0.16,3400,0,0.49,"C"
0,0.29,3000,0,0.94,"Missing"
0,0.18,15000,0,0.61,"A"
0,0.2,8000,0,0.84,"D"
1,0.2,4200,1,0.97,"Missing"
0,0.18,3001,0,0.8,"D"
0,0.16,20000,0,0.15,"AA"
0,0.25,8000,1,0.85,"D"
1,0.29,4000,0,1,"Missing"
0,0.15,15000,0,0,"AA"
0,0.06,6000,1,0.81,"Missing"
0,0.25,4000,0,0.02,"Missing"
0,0.15,16000,0,0.24,"C"
0,0.09,2550,0,0.01,"AA"
0,0.17,3000,0,0,"C"
0,0.2,4500,0,0.39,"D"
0,0.12,8000,0,0.72,"B"
0,0.18,2275,0,1.03,"D"
0,0.25,12000,0,0.43,"C"
0,0.18,2800,0,0.99,"C"
0,0.13,2500,1,0.9,"C"
0,0.24,22000,0,0.93,"D"
0,0.2,3000,0,0.27,"D"
0,0.07,1000,1,0.99,"D"
